"id","Item URI","Dublin Core:Title","Dublin Core:Creator","Dublin Core:Date","Dublin Core:Identifier","xml_link","collection"
"BUCA_Bastaire_Roman_Aventures_C95417","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73424","L' avion mystérieux","Lionel, Maurice (1914-2002)",1937,"BUCA_Bastaire_Roman_Aventures_C95417","BUCA_Bastaire_Roman_Aventures_C95417.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95416","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73423","La revanche de Stève Mac Kay","Fronval, George (1904-1975)",1937,"BUCA_Bastaire_Roman_Aventures_C95416","BUCA_Bastaire_Roman_Aventures_C95416.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95438","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73422","La réhabilitation de Bill Howard","Olasso, Pierre (1895-1957)",1937,"BUCA_Bastaire_Roman_Aventures_C95438","BUCA_Bastaire_Roman_Aventures_C95438.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95397","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73421","L' enfer des sables","Cobb , Willie",1936,"BUCA_Bastaire_Roman_Aventures_C95397","BUCA_Bastaire_Roman_Aventures_C95397.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95403","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73420","Les pirates du fleuve-Bleu","Pelloussat, Louis-Roger (1911-1980)",1936,"BUCA_Bastaire_Roman_Aventures_C95403","BUCA_Bastaire_Roman_Aventures_C95403.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95404","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73419","Le trésor des rocheuses","Darry , Michel",1936,"BUCA_Bastaire_Roman_Aventures_C95404","BUCA_Bastaire_Roman_Aventures_C95404.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95396","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73418","La vengeance des Haschichins","Hersay, Gilles (1903-1959)",1936,"BUCA_Bastaire_Roman_Aventures_C95396","BUCA_Bastaire_Roman_Aventures_C95396.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95398","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73417","L' île sans nom","Moulins, Maurice de (1898-1967)",1936,"BUCA_Bastaire_Roman_Aventures_C95398","BUCA_Bastaire_Roman_Aventures_C95398.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95390","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73416","La montagne aux vampires","Limat , Maurice (1914-2002)",1936,"BUCA_Bastaire_Roman_Aventures_C95390","BUCA_Bastaire_Roman_Aventures_C95390.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95394","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73415","Le fantôme volant","Limat , Maurice (1914-2002)",1936,"BUCA_Bastaire_Roman_Aventures_C95394","BUCA_Bastaire_Roman_Aventures_C95394.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95391","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73414","L' or dans le désert","Lescap, Julien (1900-1958)",1936,"BUCA_Bastaire_Roman_Aventures_C95391","BUCA_Bastaire_Roman_Aventures_C95391.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95405","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73413","Le cercle de serpents","Debure , Henri",1936,"BUCA_Bastaire_Roman_Aventures_C95405","BUCA_Bastaire_Roman_Aventures_C95405.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95422","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73412","L' île aux scorpions","Dazergues, Max-André (1903-1963)",1936,"BUCA_Bastaire_Roman_Aventures_C95422","BUCA_Bastaire_Roman_Aventures_C95422.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95406","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73411","Les forbans de l'océan","Duchesne, René (1891-1964)",1936,"BUCA_Bastaire_Roman_Aventures_C95406","BUCA_Bastaire_Roman_Aventures_C95406.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95399","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73410","La nuée verte","Pelloussat, Louis-Roger (1911-1980)",1936,"BUCA_Bastaire_Roman_Aventures_C95399","BUCA_Bastaire_Roman_Aventures_C95399.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95401","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73409","Le capitaine Jaguar","Escrignelles, Maurice d' (1914-2002)",1936,"BUCA_Bastaire_Roman_Aventures_C95401","BUCA_Bastaire_Roman_Aventures_C95401.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95409","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73408","Les embûches du Matto-grosso","Voussac, Jean (1898-1967)",1936,"BUCA_Bastaire_Roman_Aventures_C95409","BUCA_Bastaire_Roman_Aventures_C95409.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95393","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73407","L' écumeur du Gilda","Bonneau , Albert  (1898-1967)",1936,"BUCA_Bastaire_Roman_Aventures_C95393","BUCA_Bastaire_Roman_Aventures_C95393.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95395","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73406","Le kébir blanc","Normand, Jean (1885-1956)",1936,"BUCA_Bastaire_Roman_Aventures_C95395","BUCA_Bastaire_Roman_Aventures_C95395.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95405","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73405","L'attaque du Pony-Express","Bonneau , Albert (1898-1967)",1937,"BUCA_Bastaire_Roman_Aventures_C95405","BUCA_Bastaire_Roman_Aventures_C95405.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95457","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73404","La mystérieuse mission","Daye, Jean (1895-1957)",1938,"BUCA_Bastaire_Roman_Aventures_C95457","BUCA_Bastaire_Roman_Aventures_C95457.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95434","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73403","La citadelle de l'or","Des Chaises , Jean",1937,"BUCA_Bastaire_Roman_Aventures_C95434","BUCA_Bastaire_Roman_Aventures_C95434.xml","Le petit roman d'aventures"
"BUCA_Bastaire_Roman_Aventures_C95439","https://bibliotheque-virtuelle.bu.uca.fr/items/show/73402","La baie des pingouins","Moulins, Maurice de (1898-1967)",1937,"BUCA_Bastaire_Roman_Aventures_C95439","BUCA_Bastaire_Roman_Aventures_C95439.xml","Le petit roman d'aventures"
